title,source,published_at,description,url
Congress Said No to Stolen Trademarks; The USPTO Said Yes,IPWatchdog.com,2026-07-20T18:15:59Z,"On December 31, 1959, Calixto Lopez led armed men into the Arechabala family’s rum distillery in Cárdenas, Cuba. The family had made rum there since 1878, building Havana Club into a brand whose English name reflected its success in the U.S. market. According…",https://ipwatchdog.com/2026/07/20/congress-said-no-to-stolen-trademarks-uspto-said-yes/
PCCA Canada Earns Its First-Ever Great Place to Work® Certification™ During 25th Anniversary Year,Financial Post,2026-07-20T18:15:48Z,"Recognition reflects the company’s culture and commitment to excellence as PCCA Canada celebrates 25 years of supporting the Canadian compounding community. LONDON, ONTARIO, July 20, 2026 (GLOBE NEWSWIRE) — PCCA Canada is proud to announce it has earned Great…",https://financialpost.com/globe-newswire/pcca-canada-earns-its-first-ever-great-place-to-work-certification-during-25th-anniversary-year
World Cup by the numbers. A look back at what it meant to Atlanta,USA Today,2026-07-20T18:14:05Z,"The World Cup is officially over, and after eight matches were played in Atlanta, we are taking a look back at some of the city's best moments.",https://www.usatoday.com/story/news/state/georgia/atlanta/2026/07/20/what-were-the-best-moments-of-the-world-cup-in-atlanta-take-a-look/90979946007/
UEFA boss boycotts World Cup final in protest against FIFA,101 Great Goals,2026-07-20T18:13:53Z,UEFA president Aleksander Ceferin did not attend Sunday's World Cup final.,https://www.101greatgoals.com/football/world-cup-news/uefa-boss-boycotts-world-cup-final-in-protest-against-fifa/
"Europe's climate agenda risks crushing its industry, environment minister warns",Fox News,2026-07-20T18:12:29Z,"Czech Environment Minister Igor Červený warns Europe will ""crush"" its industrial base unless leaders retreat from aggressive climate policies.",https://www.foxnews.com/world/europes-climate-agenda-risks-crushing-its-industry-environment-minister-warns
PCCA Canada Earns Its First-Ever Great Place to Work® Certification™ During 25th Anniversary Year,GlobeNewswire,2026-07-20T18:12:00Z,Recognition reflects the company’s culture and commitment to excellence as PCCA Canada celebrates 25 years of supporting the Canadian compounding community. Recognition reflects the company’s culture and commitment to excellence as PCCA Canada celebrates 25 y…,https://www.globenewswire.com/news-release/2026/07/20/3330055/0/en/PCCA-Canada-Earns-Its-First-Ever-Great-Place-to-Work-Certification-During-25th-Anniversary-Year.html
US pledges to crack down on Haitian gangs making money off social media,Abcnews.com,2026-07-20T18:09:33Z,"Mike Waltz, the U.S. envoy to the United Nations, says his government will soon target violent gangs in Haiti who make money off social media posts",https://abcnews.com/International/wireStory/us-pledges-crack-haitian-gangs-making-money-off-134925320
US Pledges to Crack Down on Haitian Gangs Making Money off Social Media,Military.com,2026-07-20T18:08:34Z,Gang violence has displaced a record almost 1.5 million people across Haiti.,https://military.com/us-pledges-to-crack-down-on-haitian-gangs-making-money-off-social-media
"Shakira & Burna Boy, Oasis Roll on Both Global Charts",Billboard,2026-07-20T18:07:39Z,Shakira and Burna Boy’s chart-topping “Dai Dai” and Oasis’ “Wonderwall” benefit from World Cup buzz on Billboard’s latest global rankings.,http://www.billboard.com/music/chart-beat/shakira-burna-boy-oasis-global-charts-world-cup-1236298355/
Giants QB Jaxson Dart Pushes for Grass Surface to Stay at MetLife Stadium After 2026 World Cup (Exclusive),PEOPLE,2026-07-20T18:06:44Z,"The turf at MetLife Stadium, the home of Dart’s New York Giants, has often been criticized",https://people.com/giants-qb-jaxson-dart-advocates-for-grass-surface-at-metlife-stadium-exclusive-12022663
Hozpitality Announces Final Nominees for California's Best 30 General Managers Power List 2026; Awards Ceremony Set for August 28 at The Westin Los Angeles Airport,PRNewswire,2026-07-20T18:06:00Z,"Gateway Los Angeles Airport Business District Joins as Associate Partner LOS ANGELES, July 20, 2026 /PRNewswire/ -- Hozpitality Group, one of the hospitality industry's leading global networking, recruitment, and media platforms, has officially announced the …",https://www.prnewswire.com/news-releases/hozpitality-announces-final-nominees-for-californias-best-30-general-managers-power-list-2026-awards-ceremony-set-for-august-28-at-the-westin-los-angeles-airport-302829862.html
Sinaloa cartel leader calls for people to choose a different path during sentencing: ‘Violence must end’,The-independent.com,2026-07-20T18:03:25Z,"He read his remarks in Spanish from a piece of paper, coughed several times, and appeared emotionless as his sentence was confirmed",https://www.the-independent.com/news/world/americas/crime/ismael-el-mayo-zambada-drug-kingpin-sinaloa-cartel-b3018393.html
Meet Election Attack Bombshell With The SAVE Act Or There Won’t Be A Republic Left To Save,The Federalist,2026-07-20T18:03:20Z,"We have a republic if we can keep it, and we will not keep it without the SAVE America Act. The Senate must stay in session until it passes.",https://thefederalist.com/2026/07/20/meet-election-attack-bombshell-with-the-save-act-or-there-wont-be-a-republic-left-to-save/
"Cuba-linked groups plan ‘nationwide actions’ against US bases, ICE facilities: State Department",New York Post,2026-07-20T18:01:37Z,"President Trump has suggested the US military ""may stop by"" the island on the way back from Iran.",https://nypost.com/2026/07/20/us-news/cuba-linked-groups-plan-nationwide-actions-against-us-bases-ice-facilities-state-department-report/
"Shwiff, Levy & Polo Launches Mid-Year Tax Readiness Program to Help Businesses Prepare for Evolving Compliance Requirements",PRNewswire,2026-07-20T18:01:00Z,"SAN FRANCISCO, July 20, 2026 /PRNewswire/ -- Shwiff, Levy & Polo, LLP (SLP) has launched its Mid-Year Tax Readiness Program, a structured advisory initiative. The initiative is designed to help businesses assess tax compliance, financial reporting, and docume…",https://www.prnewswire.com/news-releases/shwiff-levy--polo-launches-mid-year-tax-readiness-program-to-help-businesses-prepare-for-evolving-compliance-requirements-302829857.html
Crew Abandons Burning Tanker After Attack Near Strait of Hormuz,gcaptain.com,2026-07-20T18:00:49Z,"A merchant tanker was abandoned after being struck by an unknown projectile near the Strait of Hormuz, according to an updated advisory from the United Kingdom Maritime Trade Operations (UKMTO)....",https://gcaptain.com/crew-abandons-burning-tanker-after-attack-near-strait-of-hormuz/
US pledges to crack down on Haitian gangs making money off social media,Yahoo Entertainment,2026-07-20T18:00:40Z,The U.S. envoy to the United Nations said Monday that the U.S. government soon will move to stop violent gangs in Haiti from making money off social media po...,https://www.yahoo.com/news/us/articles/us-pledges-crack-down-haitian-180040860.html
These PGA Tour pros are on the FedEx Cup bubble heading into the 2026 3M Open,USA Today,2026-07-20T18:00:36Z,"With three weeks left, stars like Jason Day and Brooks Koepka are fighting to qualify for the FedEx Cup playoffs.",https://golfweek.usatoday.com/story/sports/golf/pga/2026/07/20/3m-open-2026-pga-tour-fedex-cup-playoffs-bubble/90980536007/
Leftist streamer sparks online firestorm over speech to College Dems in Mao-style suit: 'They're communists',Fox News,2026-07-20T18:00:24Z,"Hasan Piker wore a Mao-style suit while addressing the 2026 College Democrats of America summer convention, generating instant outrage on social media.",https://www.foxnews.com/politics/leftist-streamer-sparks-online-firestorm-speech-college-dems-mao-style-suit-communists
Iran’s President Pezeshkian Says Regime at ‘Full-Scale War’ With The U.S.,Legalinsurrection.com,2026-07-20T18:00:22Z,"Iran's proxy terrorist group Houthi declares naval blockade against Saudi Arabia.
The post Iran’s President Pezeshkian Says Regime at ‘Full-Scale War’ With The U.S. first appeared on Le·gal In·sur·rec·tion.",https://legalinsurrection.com/2026/07/irans-president-pezeshkian-says-regime-at-full-scale-war-with-the-u-s/
Russia's Financial Crisis Casts a Shadow Over Central Asia's Nuclear Future,OilPrice.com,2026-07-20T18:00:00Z,"Kazakhstan and Uzbekistan may soon have to rethink their plans to develop nuclear energy. Rosatom, the Russian nuclear entity that has agreements to build nuclear plants in both Central Asian nations, is experiencing major financial difficulties. Alexei Likha…",https://oilprice.com/Alternative-Energy/Nuclear-Power/Russias-Financial-Crisis-Casts-a-Shadow-Over-Central-Asias-Nuclear-Future.html
Morgan Wallen Nearly Earns A Historic No. 1 — But A Country Star Blocks Him,Forbes,2026-07-20T18:00:00Z,"Morgan Wallen sits at Nos. 2 and 3 on Billboard's Country Airplay chart with ""Don't We"" and ""I Can't Love You Anymore"" with Ella Langley, respectively, as Jason Aldean leads.",https://www.forbes.com/sites/hughmcintyre/2026/07/20/morgan-wallen-nearly-earns-a-historic-no-1---but-a-country-star-blocks-him/
The Authentication Layer,Activistpost.com,2026-07-20T18:00:00Z,"Afriend and I got into it recently. He’s smart, freedom-minded, and totally gets the danger of Central Bank Digital Currencies (CBDC). Expiring money, programmable control, carbon budgets – he sees most of the expanding tyranny clearly. And yet he dismisses D…",https://www.activistpost.com/the-authentication-layer/
FIFA Crops Trump Out Of World Cup Photo—White House Adds Him Back In,Forbes,2026-07-20T17:59:51Z,"FIFA posted a photo of Spain lifting the World Cup trophy to social media—but President Donald Trump, who lingered on stage, appears to be carefully cropped out.",https://www.forbes.com/sites/conormurray/2026/07/20/fifa-crops-trump-out-of-world-cup-photo-white-house-adds-him-back-in/
Spain Won Its First Men’s World Cup Since 2010. Here’s How the Team’s Jerseys Brought Meaning to the Field,PEOPLE,2026-07-20T17:55:53Z,"What to know about player’s uniforms, from its nod to their names to the motif representing their previous FIFA World Cup win",https://people.com/spain-2026-fifa-world-cup-jersey-meaning-12022406
Fashion Notes: Melania Trump Does High-Low Luxury in Gap and Chanel for World Cup,Breitbart News,2026-07-20T17:55:34Z,"For the FIFA World Cup this past weekend, First Lady Melania Trump mixed high and low luxury items for a sporty look with a nod to the United States.",https://www.breitbart.com/entertainment/2026/07/20/fashion-notes-melania-trump-does-high-low-luxury-in-gap-and-chanel-for-world-cup/
Cristiano Ronaldo to MLS? Commissioner Don Garber finally responds to transfer speculation after Portugal’s 2026 World Cup exit,Worldsoccertalk.com,2026-07-20T17:54:46Z,"As rumors continue to link the Portuguese icon with Major League Soccer, fans are eagerly waiting to discover what MLS Commissioner Don Garber had to say about the possibility of one of soccer’s greatest-ever players making the move to North America despite h…",https://worldsoccertalk.com/news/cristiano-ronaldo-to-mls-commissioner-don-garber-finally-responds-to-transfer-speculation-after-portugals-2026-world-cup-exit/
Pentagon Bias For East Coast Threatens U.S. Navy Needs In Pacific,Forbes,2026-07-20T17:53:12Z,"As the U.S. Navy begins a search for a 5th Public Shipyard, the Department of War’s cozy “Warrior Accountants” are leaving the Pacific Fleet high and dry all over again.",https://www.forbes.com/sites/craighooper/2026/07/20/pentagon-bias-for-east-coast-threatens-us-navy-needs-in-pacific/
Trump to attend transfer ceremony for US soldiers killed in Iran strikes,Crypto Briefing,2026-07-20T17:52:23Z,"Trump to attend ceremony for soldiers killed in Iran strikes. US invasion of Iran before 2027 at 26.5% YES.
The post Trump to attend transfer ceremony for US soldiers killed in Iran strikes appeared first on Crypto Briefing.",https://cryptobriefing.com/trump-to-attend-transfer-ceremony-for-us-soldiers-killed-in-iran-strikes/
The Slow Death of the Global Commons,Foreign Policy,2026-07-20T17:51:53Z,Hormuz is a sign of worse things to come.,http://foreignpolicy.com/2026/07/20/trump-hormuz-iran-global-commons-fonops/
Petrol prices climb as US–Iran tensions disrupt markets,Biztoc.com,2026-07-20T17:50:59Z,"Petrol and oil prices are on the rise as tensions between the United States and Iran escalate, while Yemen's Houthis have announced a naval blockade against Saudi Arabia.
Benchmark oil prices have trended upwards in recent days, with Brent crude hitting $91.4…",https://biztoc.com/x/e914a3ca9e42aaa2
A Double Shot at Copyright: SCOTUS to Weigh Worldwide Termination Rights,Patentlyo.com,2026-07-20T17:50:53Z,"Publishers ask the Supreme Court to review Vetter v. Resnik, the Fifth Circuit ruling that copyright termination recaptures worldwide rights.
Continue reading this post on Patently-O.",https://patentlyo.com/patent/2026/07/one-dollar-one-copyright-worldwide-termination-in-bmg-rights-management-v-vetter.html
PFIPC: CBN opens govt accounts only on OAGF authorisation – Director tells Reps probe panel,Vanguard,2026-07-20T17:50:29Z,"By Gift ChapiOdekina, Abuja A Director at the Central Bank of Nigeria (CBN), Hamisu Abdullahi, has told the House of Representatives Ad-hoc Committee investigating the alleged establishment of the Presidential Foreign Investment Promotion Council (PFIPC) with…",https://www.vanguardngr.com/2026/07/pfipc-cbn-opens-govt-accounts-only-on-oagf-authorisation-director-tells-reps-probe-panel/
Report: Sunderland in talks to beat rivals to £40m forward,English Premier League Index - Opta Stats,2026-07-20T17:50:00Z,"Sunderland Transfer News: Black Cats Hold Folarin Balogun Talks in £40m Striker RaceSunderland are exploring one of the most eye-catching striker opportunities of the summer, with fresh talks held ov...",https://eplindex.com/148575/report-sunderland-in-talks-to-beat-rivals-to-40m-forward.html
"CORRECTING and REPLACING IntraBio Announces Publication of New Research Showing a Direct, Bidirectional Effect on Lysosomal Function with Levacetylleucine",Associated Press,2026-07-20T17:49:46Z,"CORRECTING and REPLACING IntraBio Announces Publication of New Research Showing a Direct, Bidirectional Effect on Lysosomal Function with Levacetylleucineapnews.com",https://apnews.com/press-release/business-wire/press-release-6d5cd4da6f694c969d3d571ced990953
Virtual Grid Announces Strategic Investment from Aether Holdings and Commercial Partnership to Launch AetherPod™ AI Factories,Financial Post,2026-07-20T17:49:23Z,"Aether, a Nasdaq-listed company, receives exclusive Southeast Asia commercialization rights and non-exclusive U.S. rights for AetherPod, a white-labelled offering based on Virtual Grid’s NovaPod™ 2.1 technology VANCOUVER, British Columbia, July 20, 2026 (GLOB…",https://financialpost.com/globe-newswire/virtual-grid-announces-strategic-investment-from-aether-holdings-and-commercial-partnership-to-launch-aetherpod-ai-factories
Paramount-Warner Bros merger temporarily halted by federal judge,The-independent.com,2026-07-20T17:49:02Z,"The ruling follows a lawsuit filed last week by twelve states, led by California",https://www.the-independent.com/arts-entertainment/paramount-merger-warner-bros-halted-b3018383.html
Judge Blocks Paramount–Warner Bros. Merger in Huge Blow to Trump Ally,The New Republic,2026-07-20T17:48:20Z,"A federal judge has temporarily blocked the proposed merger between Warner Bros. and Paramount, determining that the combination of the two megacorporations would violate antitrust laws.U.S. District Judge Araceli Martínez-Olguín issued a 14-day restraining o…",https://newrepublic.com/post/213262/judge-blocks-paramount-warner-bros-merger-blow-donald-trump-ally
Judge Pauses Paramount/Warner Bros Discovery Deal – For Now (UPDATE),Bleeding Cool News,2026-07-20T17:45:10Z,"Judge Araceli Martínez-Olguín has granted a 14-day restraining order requested by California Attorney General Rob Bonta and 12 states (California, Arizona, Colorado, Connecticut, Massachusetts, Minnesota, Nevada, New Jersey, New Mexico, New York, Oregon, and …",https://bleedingcool.com/tv/judge-pauses-paramount-warner-bros-discovery-deal-for-now-update/
Conceivable Life Sciences Strengthens Senior Leadership Team to Support IVI RMA Partnership and U.S. Launch,GlobeNewswire,2026-07-20T17:45:00Z,"Julie O'Shaughnessy named President, Vincent Payet named SVP of Clinical Operations & Partner Success to support AURA's US commercial launch Julie O'Shaughnessy named President, Vincent Payet named SVP of Clinical Operations & Partner Success to support AURA'…",https://www.globenewswire.com/news-release/2026/07/20/3330034/0/en/Conceivable-Life-Sciences-Strengthens-Senior-Leadership-Team-to-Support-IVI-RMA-Partnership-and-U-S-Launch.html
"Mexico draws 3 million foreign visitors during World Cup, and crypto tourism infrastructure gets a real-world stress test",Crypto Briefing,2026-07-20T17:44:53Z,"Mexico welcomed 3 million foreign visitors during the 2026 FIFA World Cup, creating a massive stress test for cross-border crypto payment
The post Mexico draws 3 million foreign visitors during World Cup, and crypto tourism infrastructure gets a real-world st…",https://cryptobriefing.com/mexico-world-cup-visitors-crypto-payments/
Virtual Grid Announces Strategic Investment from Aether Holdings and Commercial Partnership to Launch AetherPod™ AI Factories,GlobeNewswire,2026-07-20T17:44:00Z,Virtual Grid Announces Strategic Investment from Aether Holdings and Commercial Partnership to Launch AetherPod™ AI Factories...,https://www.globenewswire.com/news-release/2026/07/20/3330032/0/en/Virtual-Grid-Announces-Strategic-Investment-from-Aether-Holdings-and-Commercial-Partnership-to-Launch-AetherPod-AI-Factories.html
"Iran releases missile launch videos targeting Kuwait, Bahrain amid US tensions",Crypto Briefing,2026-07-20T17:40:53Z,"Iran released missile launch videos targeting Kuwait and Bahrain. Military action against a Gulf state on July 22 at 46% YES.
The post Iran releases missile launch videos targeting Kuwait, Bahrain amid US tensions appeared first on Crypto Briefing.",https://cryptobriefing.com/iran-releases-missile-launch-videos-targeting-kuwait-bahrain-amid-us-tensions/
"Report Galatasaray targeted Pulisic, but Milan not listening to offers",Football Italia,2026-07-20T17:40:32Z,"Galatasaray have reportedly contacted Milan to ask for the availability of Christian Pulisic, but the USMNT star is not for sale.",https://football-italia.net/report-galatasaray-targeted-pulisic-milan-no/
Petrol prices climb as US–Iran tensions disrupt markets,Al Jazeera English,2026-07-20T17:40:29Z,"US petrol prices reach $4.00 per gallon (3.78 litres), marking the second week of increased costs for consumers.",https://www.aljazeera.com/economy/2026/7/20/petrol-prices-climb-as-us-iran-tensions-disrupt
"Houthis impose maritime embargo on Saudi Arabia, threaten global oil supply",Crypto Briefing,2026-07-20T17:40:09Z,"Houthis impose maritime embargo on Saudi Arabia, raising concerns over oil supply. Successful targeting of shipping by July 31 at 48.5% YES.
The post Houthis impose maritime embargo on Saudi Arabia, threaten global oil supply appeared first on Crypto Briefing.",https://cryptobriefing.com/houthis-impose-maritime-embargo-on-saudi-arabia-threaten-global-oil-supply/
US prepares next phase of military campaign against Iran: i24 News,Crypto Briefing,2026-07-20T17:38:18Z,"US prepares for the next phase of military action against Iran. Iran Reconstruction Funding in a US-Iran deal in 2026 at 26.5% YES.
The post US prepares next phase of military campaign against Iran: i24 News appeared first on Crypto Briefing.",https://cryptobriefing.com/us-prepares-next-phase-of-military-campaign-against-iran-i24-news/
Jersey Mike's IPO roadshow targets up to $1.09 billion,Quartz India,2026-07-20T17:37:47Z,"The sandwich chain plans to sell roughly 43.5 million shares at $21 to $25 each, which could value it at nearly $8 billion",https://qz.com/jersey-mikes-ipo-roadshow-launch-072026
"Gainey McKenna & Egleston Announces A Class Action Lawsuit Has Been Filed Against AeroVironment, Inc. (AVAV)",GlobeNewswire,2026-07-20T17:36:00Z,"NEW YORK, July 20, 2026 (GLOBE NEWSWIRE) -- Gainey McKenna & Egleston announces that a securities class action lawsuit has been filed in the United States District Court for the District of Delaware on behalf of all persons or entities who purchased or otherw…",https://www.globenewswire.com/news-release/2026/07/20/3330024/10782/en/Gainey-McKenna-Egleston-Announces-A-Class-Action-Lawsuit-Has-Been-Filed-Against-AeroVironment-Inc-AVAV.html
"Martensen IP Offers Strategic Insights for Government Contractors, Why Standard Consultant Agreements May Not Be Enough, and the Benefits of Government Contracting Intellectual Property Counsel",GlobeNewswire,2026-07-20T17:36:00Z,"How To Write Effective Government Contractor Consultant Agreements, According to Martensen IP How To Write Effective Government Contractor Consultant Agreements, According to Martensen IP",https://www.globenewswire.com/news-release/2026/07/20/3330023/0/en/Martensen-IP-Offers-Strategic-Insights-for-Government-Contractors-Why-Standard-Consultant-Agreements-May-Not-Be-Enough-and-the-Benefits-of-Government-Contracting-Intellectual-Prope.html
Cathay Pacific halts restart of Mideast cargo flights as war reignites,Biztoc.com,2026-07-20T17:35:20Z,"Cathay Pacific Airlines on Friday postponed the planned resumption of passenger and freighter flights to parts of the Middle East, joining all-cargo operator Cargolux in opting for risk avoidance following the resumption of large-scale hostilities between the…",https://biztoc.com/x/c42232bb139e8727
Trump Demands Journalists’ Phone Records Over Air Force One Leak,The New Republic,2026-07-20T17:35:07Z,"Donald Trump’s administration demanded the phone records of several New York Times journalists and their families in an effort to track down the sources who spilled on the president’s new Air Force One. Late last week, the Department of Justice told the publi…",https://newrepublic.com/post/213259/donald-trump-new-york-times-journalists-phone-records-air-force-one
Trump Faces Backlash for Attending World Cup Game as U.S. Troops Are Killed Amid Escalating Iran War,Radaronline.com,2026-07-20T17:35:01Z,"Donald Trump was criticized after attending the World Cup Final, despite American bloodshed continuing in the Iranian military aggression.",https://radaronline.com/p/trump-backlash-world-cup-game-iran/
Nigeria leads Africa’s telecom agenda ahead of ITU conference,Vanguard,2026-07-20T17:35:01Z,"Nigeria on Monday assumed the chairmanship of the 7th Ordinary Session of the African Telecommunications Union (ATU) Conference Preparatory Committee (CPC), leading Africa's drive for a common position ahead of the International Telecommunication Union (ITU) …",https://www.vanguardngr.com/2026/07/nigeria-leads-africas-telecom-agenda-ahead-of-itu-conference/
"State Department Targets Hasan Piker, Ilhan Omar’s Daughter, and DSA",The New Republic,2026-07-20T17:34:13Z,"The State Department is trying to smear left-wing organizations and activists as “front groups and fellow travelers” for the Cuban government.In a report published Monday titled “Cuba: The Capital of 21st Century Communism,” the State Department singled out p…",https://newrepublic.com/post/213255/state-department-hasan-piker-ilhan-omar-daughter-democratic-socialists-cuba
US judge temporarily halts Paramount-WBD deal,Biztoc.com,2026-07-20T17:33:21Z,United States District Judge Araceli Martinez-Olguin of the Northern District of California temporarily blocked Paramount Skydance on Monday from completing its $110 billion takeover of Warner Bros. D...,https://biztoc.com/x/6e41226dbd3fdd7b
Trump insists Netanyahu won't be arrested in US,Biztoc.com,2026-07-20T17:33:18Z,"US President Donald Trump announced on Monday that Israeli Prime Minister Benjamin Netanyahu will not be arrested ""in any way, shape, or form"" while in the United States.""The only ones that should be ...",https://biztoc.com/x/816f82894482ce5d
Top 10 youngest players to win the FIFA World Cup,Vanguard,2026-07-20T17:32:46Z,"Winning the FIFA World Cup is the pinnacle of international football, but only a handful of teenagers have experienced lifting the famous trophy.
The post Top 10 youngest players to win the FIFA World Cup appeared first on Vanguard News.",https://www.vanguardngr.com/2026/07/top-10-youngest-players-to-win-the-fifa-world-cup/
FIFA World Cup: Five key takeaways from 2026 edition won by Spain,Al Jazeera English,2026-07-20T17:31:43Z,"Spain beat Argentina, but talking points remain. Should there be 48 or 64 teams? Hydration breaks? The 'dark arts'?",https://www.aljazeera.com/sports/2026/7/20/fifa-world-cup-five-key-takeaways-from-2026-edition-won-by-spain
More than 100 Haitian immigrants with violent offense and sex crime convictions deported: DHS,Fox News,2026-07-20T17:31:24Z,"A July 16 deportation flight to Haiti carried over 100 illegal immigrants with convictions for child molestation, armed carjacking, and drug trafficking.",https://www.foxnews.com/us/more-than-100-haitian-immigrants-violent-offense-sex-crime-convictions-deported-dhs
Andrew Tate Arrest: Will He Finally Be Locked Up For Good?,The Hollywood Gossip,2026-07-20T17:30:59Z,"Reading Time: 2 minutesAndrew Tate might finally get locked up for good.
Andrew Tate Arrest: Will He Finally Be Locked Up For Good? was originally published on The Hollywood Gossip.",https://www.thehollywoodgossip.com/2026/07/andrew-tate-arrest-will-he-finally-be-locked-up-for-good/
US Struggling To Defend Against Iranian Attacks,Shtfplan.com,2026-07-20T17:30:03Z,"The United States' air defenses are struggling to defend against attacks from Iran. The Pentagon reported that Tehran’s retaliatory strikes on a military base in Jordan killed two American service members, as air defenses failed to keep up.",https://www.shtfplan.com/war/us-struggling-to-defend-against-iranian-attacks
Phillips Pet Food & Supplies Announces CEO Succession: Names Blaine Phillips as Executive Chairman,PRNewswire,2026-07-20T17:30:00Z,"Nick Christensen Appointed Chief Executive Officer to Lead Phillips into Next Chapter After 40 Successful Years at Phillips, Blaine Phillips will Focus on Company Strategy and Vision; Support Nick Christensen in Continuing to Grow Phillips EASTON, Pa., July 2…",https://www.prnewswire.com/news-releases/phillips-pet-food--supplies-announces-ceo-succession-names-blaine-phillips-as-executive-chairman-302829693.html
Trump answers Mamdani: Netanyahu will not be arrested,Israelnationalnews.com,2026-07-20T17:26:00Z,"President Trump said Benjamin Netanyahu will not be arrested in the US, rejecting NYC Mayor Zohran Mamdani's proposal.",https://www.israelnationalnews.com/news/430472
China’s New AI Club: The World Artificial Intelligence Cooperation Organization,The Diplomat,2026-07-20T17:24:00Z,Global tech governance is taking an institutional turn as a bloc-based system continues to solidify.,https://thediplomat.com/2026/07/chinas-new-ai-club-the-world-artificial-intelligence-cooperation-organization/
Middle East Conflicts and Tariffs Continue to Hit Italian Footwear Industry in Q1,WWD,2026-07-20T17:23:18Z,The Italian footwear industry reported another period of declines in Q1 2026 due to ongoing conflicts in the Middle East and persistent tariffs.,http://wwd.com/footwear-news/shoe-industry-news/italian-footwear-industry-q1-2026-middle-east-war-tariffs-1239076079/
